timestamp,symbol,signal,position_size
2024-06-12 18:00:00+00:00,SOL,HOLD,0.241412031910256
2024-06-12 19:00:00+00:00,SOL,SELL,0.9839728879312437
2024-06-12 20:00:00+00:00,SOL,SELL,0.4564490695277567
2024-06-12 21:00:00+00:00,SOL,HOLD,0.12545047492370565
2024-06-12 22:00:00+00:00,SOL,HOLD,0.06532098394128312
2024-06-12 23:00:00+00:00,SOL,HOLD,0.21830357712495851
2024-06-13 00:00:00+00:00,SOL,HOLD,0.1171090569210277
2024-06-13 01:00:00+00:00,SOL,BUY,0.25233014278128696
2024-06-13 02:00:00+00:00,SOL,SELL,0.5616836004732371
2024-06-13 03:00:00+00:00,SOL,SELL,0.3486960324185358
2024-06-13 04:00:00+00:00,SOL,HOLD,0.052781725423673605
2024-06-13 05:00:00+00:00,SOL,BUY,0.2515531817208003
2024-06-13 06:00:00+00:00,SOL,HOLD,0.006379912633818762
2024-06-13 07:00:00+00:00,SOL,SELL,0.3610299522257559
2024-06-13 08:00:00+00:00,SOL,HOLD,0.21580398123997857
2024-06-13 09:00:00+00:00,SOL,HOLD,0.07829524657815953
2024-06-13 10:00:00+00:00,SOL,HOLD,0.20604383626387945
2024-06-13 11:00:00+00:00,SOL,HOLD,0.05340644531372202
2024-06-13 12:00:00+00:00,SOL,SELL,0.7703616973400671
2024-06-13 13:00:00+00:00,SOL,BUY,0.7030482112281022
2024-06-13 14:00:00+00:00,SOL,HOLD,0.1333446966355548
2024-06-13 15:00:00+00:00,SOL,SELL,0.3092328126292377
2024-06-13 16:00:00+00:00,SOL,SELL,0.5938005521636379
2024-06-13 17:00:00+00:00,SOL,SELL,0.3064342720388065
2024-06-13 18:00:00+00:00,SOL,BUY,0.48996787305908923
2024-06-13 19:00:00+00:00,SOL,HOLD,0.11678414155864009
2024-06-13 20:00:00+00:00,SOL,SELL,0.3880359042047849
2024-06-13 21:00:00+00:00,SOL,HOLD,0.17612004529711897
2024-06-13 22:00:00+00:00,SOL,BUY,0.2617312810578473
2024-06-13 23:00:00+00:00,SOL,HOLD,0.09302386805722093
2024-06-14 00:00:00+00:00,SOL,SELL,0.3531157826988564
2024-06-14 01:00:00+00:00,SOL,SELL,0.2937074009207263
2024-06-14 02:00:00+00:00,SOL,BUY,0.36875824519802297
2024-06-14 03:00:00+00:00,SOL,HOLD,0.00039121065905408574
2024-06-14 04:00:00+00:00,SOL,HOLD,0.1954417338514361
2024-06-14 05:00:00+00:00,SOL,SELL,0.4606048386339738
2024-06-14 06:00:00+00:00,SOL,BUY,0.6441144240472242
2024-06-14 07:00:00+00:00,SOL,SELL,0.3118368798457588
2024-06-14 08:00:00+00:00,SOL,HOLD,0.08287532849508722
2024-06-14 09:00:00+00:00,SOL,BUY,0.3012923389878088
2024-06-14 10:00:00+00:00,SOL,HOLD,0.1545718449212182
2024-06-14 11:00:00+00:00,SOL,HOLD,0.06564087584496085
2024-06-14 12:00:00+00:00,SOL,HOLD,0.08114298311773524
2024-06-14 13:00:00+00:00,SOL,BUY,0.7833279420844119
2024-06-14 14:00:00+00:00,SOL,HOLD,0.17507428853814616
2024-06-14 15:00:00+00:00,SOL,SELL,1.0
2024-06-14 16:00:00+00:00,SOL,SELL,0.2615925249213092
2024-06-14 17:00:00+00:00,SOL,HOLD,0.2357966480702196
2024-06-14 18:00:00+00:00,SOL,HOLD,0.02449456466864336
2024-06-14 19:00:00+00:00,SOL,HOLD,0.06892713973793906
2024-06-14 20:00:00+00:00,SOL,BUY,0.32135854031398475
2024-06-14 21:00:00+00:00,SOL,SELL,1.0
2024-06-14 22:00:00+00:00,SOL,BUY,1.0
2024-06-14 23:00:00+00:00,SOL,HOLD,0.1710529834962344
2024-06-15 00:00:00+00:00,SOL,HOLD,0.08384184957629479
2024-06-15 01:00:00+00:00,SOL,HOLD,0.033218556600812875
2024-06-15 02:00:00+00:00,SOL,HOLD,0.005817847788861267
2024-06-15 03:00:00+00:00,SOL,BUY,0.258304136041424
2024-06-15 04:00:00+00:00,SOL,BUY,0.7371528355324766
2024-06-15 05:00:00+00:00,SOL,SELL,0.31461145727521916
2024-06-15 06:00:00+00:00,SOL,HOLD,0.14971714520938026
2024-06-15 07:00:00+00:00,SOL,SELL,0.2923792695564808
2024-06-15 08:00:00+00:00,SOL,HOLD,0.10121799976730703
2024-06-15 09:00:00+00:00,SOL,HOLD,0.02372511848136004
2024-06-15 10:00:00+00:00,SOL,HOLD,0.18520786018908716
2024-06-15 11:00:00+00:00,SOL,BUY,0.3502774565300762
2024-06-15 12:00:00+00:00,SOL,BUY,0.33306511259291965
2024-06-15 13:00:00+00:00,SOL,HOLD,0.16711335056408053
2024-06-15 14:00:00+00:00,SOL,BUY,0.25654828915113903
2024-06-15 15:00:00+00:00,SOL,HOLD,0.17162318146485772
2024-06-15 16:00:00+00:00,SOL,BUY,0.4922173332797827
2024-06-15 17:00:00+00:00,SOL,HOLD,0.22850933313465138
2024-06-15 18:00:00+00:00,SOL,HOLD,0.1939319001879566
2024-06-15 19:00:00+00:00,SOL,SELL,0.2974353026810517
2024-06-15 20:00:00+00:00,SOL,HOLD,0.04408108255376175
2024-06-15 21:00:00+00:00,SOL,HOLD,0.2333361672387868
2024-06-15 22:00:00+00:00,SOL,BUY,0.6457741239000071
2024-06-15 23:00:00+00:00,SOL,HOLD,0.12084124710793309
2024-06-16 00:00:00+00:00,SOL,HOLD,0.05708389571566455
2024-06-16 01:00:00+00:00,SOL,SELL,0.2844780777431431
2024-06-16 02:00:00+00:00,SOL,HOLD,0.044549876887131204
2024-06-16 03:00:00+00:00,SOL,HOLD,0.18264289903024508
2024-06-16 04:00:00+00:00,SOL,HOLD,0.1364304237570816
2024-06-16 05:00:00+00:00,SOL,SELL,0.6289297422094703
2024-06-16 06:00:00+00:00,SOL,BUY,0.8468557724599579
2024-06-16 07:00:00+00:00,SOL,BUY,0.29954638298849046
2024-06-16 08:00:00+00:00,SOL,HOLD,0.15211837964207725
2024-06-16 09:00:00+00:00,SOL,HOLD,0.06156480093482355
2024-06-16 10:00:00+00:00,SOL,BUY,0.3105782286578143
2024-06-16 11:00:00+00:00,SOL,BUY,0.2876711402883782
2024-06-16 12:00:00+00:00,SOL,HOLD,0.06763573729345658
2024-06-16 13:00:00+00:00,SOL,SELL,0.45266153080435595
2024-06-16 14:00:00+00:00,SOL,BUY,0.45366775220679717
2024-06-16 15:00:00+00:00,SOL,BUY,0.5844813091219564
2024-06-16 16:00:00+00:00,SOL,BUY,1.0
2024-06-16 17:00:00+00:00,SOL,HOLD,0.19572442714467442
2024-06-16 18:00:00+00:00,SOL,SELL,0.2725854417700889
2024-06-16 19:00:00+00:00,SOL,BUY,0.27335049188099064
2024-06-16 20:00:00+00:00,SOL,BUY,0.2953714318796863
2024-06-16 21:00:00+00:00,SOL,SELL,0.31459235477586084
2024-06-16 22:00:00+00:00,SOL,HOLD,0.20659709620153663
2024-06-16 23:00:00+00:00,SOL,BUY,0.7207626702327091
2024-06-17 00:00:00+00:00,SOL,BUY,0.734754676001047
2024-06-17 01:00:00+00:00,SOL,HOLD,0.04450738481294349
2024-06-17 02:00:00+00:00,SOL,SELL,1.0
2024-06-17 03:00:00+00:00,SOL,HOLD,0.21608987546969285
2024-06-17 04:00:00+00:00,SOL,SELL,0.9084548271593824
2024-06-17 05:00:00+00:00,SOL,BUY,1.0
2024-06-17 06:00:00+00:00,SOL,SELL,0.3513821416792611
2024-06-17 07:00:00+00:00,SOL,SELL,0.979077575834077
2024-06-17 08:00:00+00:00,SOL,HOLD,0.07248399994217018
2024-06-17 09:00:00+00:00,SOL,HOLD,0.21195927820798935
2024-06-17 10:00:00+00:00,SOL,SELL,0.723217831695783
2024-06-17 11:00:00+00:00,SOL,SELL,0.9326938339019344
2024-06-17 12:00:00+00:00,SOL,BUY,0.5170687567156507
2024-06-17 13:00:00+00:00,SOL,HOLD,0.12244472267091394
2024-06-17 14:00:00+00:00,SOL,SELL,0.2725809901717247
2024-06-17 15:00:00+00:00,SOL,BUY,0.49600008014695346
2024-06-17 16:00:00+00:00,SOL,SELL,1.0
2024-06-17 17:00:00+00:00,SOL,BUY,0.2522152250847015
2024-06-17 18:00:00+00:00,SOL,BUY,0.4404096722028226
2024-06-17 19:00:00+00:00,SOL,BUY,0.7005593719148532
2024-06-17 20:00:00+00:00,SOL,SELL,0.8271036246994454
2024-06-17 21:00:00+00:00,SOL,HOLD,0.24968506562801526
2024-06-17 22:00:00+00:00,SOL,HOLD,0.03749421025673656
2024-06-17 23:00:00+00:00,SOL,BUY,0.34866608536072335
2024-06-18 00:00:00+00:00,SOL,HOLD,0.22373441745553277
2024-06-18 01:00:00+00:00,SOL,BUY,0.3086559048918564
2024-06-18 02:00:00+00:00,SOL,SELL,1.0
2024-06-18 03:00:00+00:00,SOL,BUY,0.6933521816453954
2024-06-18 04:00:00+00:00,SOL,BUY,0.336474551980638
2024-06-18 05:00:00+00:00,SOL,BUY,0.39991687802373016
